epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,47.1868,3.18074,0.57067,3.29492,0.42727,0.28853,0.30552,0.09288,3.50236,0.71028,3.25271,0.0901768,0.000129384,0.000129384
2,92.3182,1.91798,0.3034,2.13739,0.83584,0.6932,0.80301,0.40877,2.1167,0.31539,2.17965,0.0803025,0.000255104,0.000255104
3,137.083,1.57561,0.24001,1.8512,0.86753,0.7604,0.86489,0.53503,1.63902,0.27381,1.86936,0.0704239,0.000376534,0.000376534
4,181.082,1.40058,0.20918,1.71851,0.90882,0.78497,0.89325,0.56349,1.5994,0.23391,1.7939,0.0605411,0.000493674,0.000493674
5,224.646,1.32821,0.19337,1.66112,0.90465,0.83994,0.91951,0.5847,1.53694,0.21097,1.76607,0.0506539,0.000606525,0.000606525
6,268.167,1.25528,0.18049,1.61078,0.91935,0.83254,0.92334,0.61292,1.44289,0.21906,1.69977,0.0407625,0.000715085,0.000715085
7,311.581,1.23119,0.17652,1.59398,0.93494,0.84984,0.93558,0.62773,1.41692,0.19296,1.6672,0.0308667,0.000819355,0.000819355
8,354.864,1.17015,0.16608,1.54808,0.93568,0.86645,0.93769,0.63111,1.39731,0.18819,1.65324,0.0209667,0.000919335,0.000919335
9,397.876,1.12569,0.16006,1.51736,0.93016,0.88255,0.94767,0.64572,1.33715,0.19498,1.62541,0.0110624,0.00101503,0.00101503
10,440.618,1.1323,0.15935,1.51913,0.94578,0.88738,0.95374,0.66453,1.30541,0.17586,1.5878,0.00115382,0.00110643,0.00110643
11,483.547,1.06805,0.15146,1.48431,0.94686,0.90838,0.95874,0.68103,1.27328,0.17567,1.56926,0.0010855,0.0010855,0.0010855
12,526.32,1.0341,0.1466,1.4606,0.95614,0.8968,0.96035,0.68831,1.23838,0.1636,1.55648,0.00106405,0.00106405,0.00106405
13,569.191,1.04807,0.1458,1.46391,0.94728,0.90553,0.95917,0.69601,1.21778,0.17356,1.53094,0.0010426,0.0010426,0.0010426
14,612.05,0.97554,0.13782,1.42282,0.96105,0.91061,0.96621,0.70941,1.19193,0.15615,1.5189,0.00102115,0.00102115,0.00102115
